
#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#CODE;ENGLISH;;;;;;;;;;;;;x

###########################################################
################### Altaic ################################
###########################################################
###########################################################

altaic;Altaylar;;;;;;;;;;;;;x


###########################################################
################### Khazar ################################
###########################################################
###########################################################

khazar;Xazar;;;;;;;;;;;;;x

empire_khazar;Xâqânat;;;;;;;;;;;;;x
empire_of_khazar;Xâqânat;;;;;;;;;;;;;x
kingdom_khazar;Xandıq;;;;;;;;;;;;;x
kingdom_of_khazar;Xandıq;;;;;;;;;;;;;x
duchy_khazar;Xalïfanat;;;;;;;;;;;;;x
duchy_of_khazar;Xalïfanat;;;;;;;;;;;;;x
county_khazar;Bey;;;;;;;;;;;;;x
county_of_khazar;Bey;;;;;;;;;;;;;x
barony_khazar;Qulıp;;;;;;;;;;;;;x
barony_of_khazar;Qulıp;;;;;;;;;;;;;x

emperor_khazar;Xâqân;;;;;;;;;;;;;x
emperor_female_khazar;Xatwn;;;;;;;;;;;;;x
king_khazar;Xan;;;;;;;;;;;;;x
king_female_khazar;Xatwn;;;;;;;;;;;;;x
duke_khazar;Xalïfa;;;;;;;;;;;;;x
duke_female_khazar;Begwm;;;;;;;;;;;;;x
count_khazar;Beylik;;;;;;;;;;;;;x
count_female_khazar;Begwm;;;;;;;;;;;;;x
baron_khazar;Tudun;;;;;;;;;;;;;x
baron_female_khazar;Begwm;;;;;;;;;;;;;x

emperor_title_prince_khazar;Xâqânzada;;;;;;;;;;;;;x
emperor_title_prince_female_khazar;Xâqânşayım;;;;;;;;;;;;;x
king_title_prince_khazar;Xanzada;;;;;;;;;;;;;x
king_title_prince_female_khazar;Xanşayım;;;;;;;;;;;;;x

city_baron_khazar;Tudun;;;;;;;;;;;;;x
city_baron_female_khazar;Begwm;;;;;;;;;;;;;x

tribal_baron_khazar;Tudun;;;;;;;;;;;;;x
tribal_baron_female_khazar;Begwm;;;;;;;;;;;;;x

nomad_baron_khazar;Tudun;;;;;;;;;;;;;x
nomad_baron_female_khazar;Begwm;;;;;;;;;;;;;x

job_chancellor_east_slavic;Kündür;;;;;;;;;;;;;x
job_marshal_east_slavic;Xâqân Bek;;;;;;;;;;;;;x
job_treasurer_east_slavic;Jāwashīghar;;;;;;;;;;;;;x
