b_aabenraa_adj_german;Apenradisch;Apenradisch;Apenradisch;;Apenradisch;;;;;;;;;x
b_aabenraa_adj_old_frankish;Apenradisch;Apenradisch;Apenradisch;;Apenradisch;;;;;;;;;x
b_aachen_adj_german;Akenisch;Akenisch;Akenisch;;Akenisch;;;;;;;;;x
b_aachen_adj_old_frankish;Akenisch;Akenisch;Akenisch;;Akenisch;;;;;;;;;x
b_aachen_adj_old_saxon;Akenisch;Akenisch;Akenisch;;Akenisch;;;;;;;;;x
b_aachen_adj_saxon;Akenisch;Akenisch;Akenisch;;Akenisch;;;;;;;;;x
b_aalborg_adj_german;Aalbërcis;Aalbërcis;Aalbërcis;;Aalbërcis;;;;;;;;;x
b_aalborg_adj_old_saxon;Alburgisch;Alburgisch;Alburgisch;;Alburgisch;;;;;;;;;x
b_aardenburg_adj_german;Aardernbërcis;Aardernbërcis;Aardernbërcis;;Aardernbërcis;;;;;;;;;x
b_aardenburg_adj_old_saxon;Erthanburgisch;Erthanburgisch;Erthanburgisch;;Erthanburgisch;;;;;;;;;x
b_aarhus_adj_german;Arenhusenisch;Arenhusenisch;Arenhusenisch;;Arenhusenisch;;;;;;;;;x
b_aarhus_adj_old_frankish;Arenhusenisch;Arenhusenisch;Arenhusenisch;;Arenhusenisch;;;;;;;;;x
b_aarhus_adj_old_saxon;Oarhoesisch;Oarhoesisch;Oarhoesisch;;Oarhoesisch;;;;;;;;;x
b_aarschot_adj_german;Aarsotis;Aarsotis;Aarsotis;;Aarsotis;;;;;;;;;x
b_aarschot_adj_old_saxon;Arnskotisch;Arnskotisch;Arnskotisch;;Arnskotisch;;;;;;;;;x
b_abauj_adj_german;Neubërcis;Neubërcis;Neubërcis;;Neubërcis;;;;;;;;;x
b_abauj_adj_old_saxon;Niuwiburgisch;Niuwiburgisch;Niuwiburgisch;;Niuwiburgisch;;;;;;;;;x
b_abenberg_adj_german;Abernbërcis;Abernbërcis;Abernbërcis;;Abernbërcis;;;;;;;;;x
b_abenberg_adj_old_frankish;Abernbërcis;Abernbërcis;Abernbërcis;;Abernbërcis;;;;;;;;;x
b_abenberg_adj_old_saxon;Abernbërcis;Abernbërcis;Abernbërcis;;Abernbërcis;;;;;;;;;x
b_abercorn_adj_dutch;Æburcurnigisch;Æburcurnigisch;Æburcurnigisch;;Æburcurnigisch;;;;;;;;;x
b_abercorn_adj_old_saxon;Æburcurnigisch;Æburcurnigisch;Æburcurnigisch;;Æburcurnigisch;;;;;;;;;x
b_aberffraw_adj_german;Angelöuis;Angelöuis;Angelöuis;;Angelöuis;;;;;;;;;x
b_aberffraw_adj_old_saxon;Anguloianisch;Anguloianisch;Anguloianisch;;Anguloianisch;;;;;;;;;x
b_abingdon_adj_dutch;Abbandunenisch;Abbandunenisch;Abbandunenisch;;Abbandunenisch;;;;;;;;;x
