
Will only contain Historical titles that no one else can have, to avoid a Spanish character being called 'Ormr Ã­ Auga'
If it ever happens that titles can change their form upon different cultures - then I will add them as well!

###########################################################
################## Scandinavic ############################
###########################################################

nick_the_black;Svartí;;;;;;;;;;;;;x
nick_bloodaxe;Blóðøx;;;;;;;;;;;;;x
nick_bluetooth;Blaatand;;;;;;;;;;;;;x
nick_fairhair;Hárfagri;;;;;;;;;;;;;x			
nick_hardrada;Hardråde;;;;;;;;;;;;;x
nick_whiteshirt;Hvitserkr;;;;;;;;;;;;;x
nick_snake_in_the_eye;Ormr í Auga;;;;;;;;;;;;;x
nick_the_boneless;hinn Beinlausi;;;;;;;;;;;;;x
nick_the_ironside;Járnsíða;;;;;;;;;;;;;x
nick_the_heathen;Hedning;;;;;;;;;;;;;x			#Norse: HeiÃ°inn
nick_the_stranger;Haskuldr;;;;;;;;;;;;;x
nick_ring;Hringr;;;;;;;;;;;;;x
nick_hildetand;Hilditönn;;;;;;;;;;;;;x		

###########################################################
##################### Others ##############################
###########################################################

nick_the_restorer;Berrezarlea;;;;;;;;;;;;;x
nick_the_stammerer;le Bègue;;;;;;;;;;;;;x	
nick_the_bald;le Chauve;;;;;;;;;;;;;x
nick_the_german;der Deutsche;;;;;;;;;;;;;x
nick_the_younger;der Jüngere;;;;;;;;;;;;;x	
nick_the_fowler;der Finkler;;;;;;;;;;;;;x
