
###########################################################
################## Finno-Ugric ############################
###########################################################

empire_of_finno_ugric;Imperiumi;;;;;;;;;;;;;x
kingdom_of_finno_ugric;Kuningaskunta;;;;;;;;;;;;;x
duchy_of_finno_ugric;Herttuakunta;;;;;;;;;;;;;x
county_of_finno_ugric;Kreivikunta;;;;;;;;;;;;;x
barony_of_finno_ugric;Linna;;;;;;;;;;;;;x

empire_finno_ugric;Imperiumi;;;;;;;;;;;;;x
kingdom_finno_ugric;Kuningaskunta;;;;;;;;;;;;;x
duchy_finno_ugric;Herttuakunta;;;;;;;;;;;;;x
county_finno_ugric;Kreivikunta;;;;;;;;;;;;;x
barony_finno_ugric;Linna;;;;;;;;;;;;;x

tribal_empire_finno_ugric;Imperiumi Päällikkö;;;;;;;;;;;;;x
tribal_kingdom_of_finno_ugric;Suuri Päällikkö;;;;;;;;;;;;;x
tribal_duchy_of_finno_ugric;Korkea Päällikkö;;;;;;;;;;;;;x
tribal_county_of_finno_ugric;Päällikkö;;;;;;;;;;;;;x
tribal_barony_of_finno_ugric;Kylä;;;;;;;;;;;;;x

tribal_empire_finno_ugric;Imperiumi Päällikkö;;;;;;;;;;;;;x
tribal_kingdom_finno_ugric;Suuri Päällikkö;;;;;;;;;;;;;x
tribal_duchy_finno_ugric;Korkea Päällikkö;;;;;;;;;;;;;x
tribal_county_finno_ugric;Päällikkö;;;;;;;;;;;;;x
tribal_barony_finno_ugric;Kylä;;;;;;;;;;;;;x

emperor_finno_ugric;Keisari;;;;;;;;;;;;;x
king_finno_ugric;Kuningas;;;;;;;;;;;;;x
duke_finno_ugric;Herttua;;;;;;;;;;;;;x
count_finno_ugric;Kreivi;;;;;;;;;;;;;x
baron_finno_ugric;Paroni;;;;;;;;;;;;;x

emperor_female_finno_ugric;Keisarinna;;;;;;;;;;;;;x
king_female_finno_ugric;Kuningatar;;;;;;;;;;;;;x
duke_female_finno_ugric;Herttuatar;;;;;;;;;;;;;x
count_female_finno_ugric;Kreivitär;;;;;;;;;;;;;x
baron_female_finno_ugric;Paronitar;;;;;;;;;;;;;x

title_prince_finno_ugric;Prinssi;;;;;;;;;;;;;x
title_prince_female_finno_ugric;Prinsessa;;;;;;;;;;;;;x

job_chancellor_finno_ugric;Kansleri;;;;;;;;;;;;;x
job_marshal_finno_ugric;Marsalkka;;;;;;;;;;;;;x
job_treasurer_finno_ugric;Taloudenhoitaja;;;;;;;;;;;;;x
job_spymaster_finno_ugric;Vakoojamestari;;;;;;;;;;;;;x
job_spiritual_finno_ugric;Hovikappalainen;;;;;;;;;;;;;x

tribal_emperor_finno_ugric;Keisari;;;;;;;;;;;;;x
tribal_king_finno_ugric;Kuningas;;;;;;;;;;;;;x
tribal_duke_finno_ugric;Ylipäällikkö;;;;;;;;;;;;;x
tribal_count_finno_ugric;Päällikkö;;;;;;;;;;;;;x
tribal_baron_finno_ugric;Paroni;;;;;;;;;;;;;x

tribal_emperor_female_finno_ugric;Keisarinna;;;;;;;;;;;;;x
tribal_king_female_finno_ugric;Kuningatar;;;;;;;;;;;;;x
tribal_duke_female_finno_ugric;Ylipäällikkö;;;;;;;;;;;;;x
tribal_count_female_finno_ugric;Päällikkö;;;;;;;;;;;;;x
tribal_baron_female_finno_ugric;Paronitar;;;;;;;;;;;;;x

tribal_title_prince_finno_ugric;Prinssi;;;;;;;;;;;;;x
tribal_title_prince_female_finno_ugric;Prinsessa;;;;;;;;;;;;;x

job_chancellor_finno_ugric;Kansleri;;;;;;;;;;;;;x
job_marshal_finno_ugric;Marsalkka;;;;;;;;;;;;;x
job_treasurer_finno_ugric;Taloudenhoitaja;;;;;;;;;;;;;x
job_spymaster_finno_ugric;Vakoojamestari;;;;;;;;;;;;;x
job_spiritual_finno_ugric;Hovikappalainen;;;;;;;;;;;;;x

###########################################################
################## Finnish ################################
###########################################################

empire_finnish;Imperiumi;;;;;;;;;;;;;x
empire_of_finnish;Imperiumi;;;;;;;;;;;;;x
kingdom_finnish;Kuningaskunta;;;;;;;;;;;;;x
kingdom_of_finnish;Kuningaskunta;;;;;;;;;;;;;x
duchy_finnish;Herttuakunta;;;;;;;;;;;;;x
duchy_of_finnish;Herttuakunta;;;;;;;;;;;;;x
county_finnish;Lääni;;;;;;;;;;;;;x
county_of_finnish;Lääni;;;;;;;;;;;;;x
barony_finnish;Linna;;;;;;;;;;;;;x
barony_of_finnish;Linna;;;;;;;;;;;;;x

tribal_empire_of_finnish;Imperiumi Päällikkö;;;;;;;;;;;;;x
tribal_kingdom_of_finnish;Suuri Päällikkö;;;;;;;;;;;;;x
tribal_duchy_of_finnish;Korkea Päällikkö;;;;;;;;;;;;;x
tribal_county_of_finnish;Päällikkö;;;;;;;;;;;;;x
tribal_barony_of_finnish;Kylä;;;;;;;;;;;;;x

tribal_empire_of_finnish;Imperiumi Päällikkö;;;;;;;;;;;;;x
tribal_kingdom_finnish;Suuri Päällikkö;;;;;;;;;;;;;x
tribal_duchy_finnish;Korkea Päällikkö;;;;;;;;;;;;;x
tribal_county_finnish;Päällikkö;;;;;;;;;;;;;x
tribal_barony_finnish;Kylä;;;;;;;;;;;;;x

emperor_title_prince_finnish;Keisarin Prinssi;;;;;;;;;;;;;x
emperor_title_prince_female_finnish;Keisarin Prinsessa;;;;;;;;;;;;;x
king_title_prince_finnish;Prinssi;;;;;;;;;;;;;x
king_title_prince_female_finnish;Prinsessa;;;;;;;;;;;;;x
duke_title_prince_finnish;Herra;;;;;;;;;;;;;x
duke_title_prince_female_finnish;Nainen;;;;;;;;;;;;;x
count_title_prince_finnish;Herra;;;;;;;;;;;;;x
count_title_prince_female_finnish;Nainen;;;;;;;;;;;;;x
title_prince_finnish;Prinssi;;;;;;;;;;;;;x
title_prince_female_finnish;Prinsessa;;;;;;;;;;;;;x


emperor_finnish;Keisari;;;;;;;;;;;;;x
emperor_female_finnish;Keisarinna;;;;;;;;;;;;;x
king_finnish;Kuningas;;;;;;;;;;;;;x
king_female_finnish;Kuningatar;;;;;;;;;;;;;x
duke_finnish;Herttua;;;;;;;;;;;;;x
duke_female_finnish;Herttuatar;;;;;;;;;;;;;x
count_finnish;Kreivi;;;;;;;;;;;;;x
count_female_finnish;Kreivitär;;;;;;;;;;;;;x
baron_finnish;Paroni;;;;;;;;;;;;;x
baron_female_finnish;Paronitar;;;;;;;;;;;;;x

tribal_emperor_finnish;Keisari;;;;;;;;;;;;;x
tribal_king_finnish;Kuningas;;;;;;;;;;;;;x
tribal_duke_finnish;Ylipäällikkö;;;;;;;;;;;;;x
tribal_count_finnish;Päällikkö;;;;;;;;;;;;;x
tribal_baron_finnish;Paroni;;;;;;;;;;;;;x

tribal_emperor_female_finnish;Keisarinna;;;;;;;;;;;;;x
tribal_king_female_finnish;Kuningatar;;;;;;;;;;;;;x
tribal_duke_female_finnish;Ylipäällikkö;;;;;;;;;;;;;x
tribal_count_female_finnish;Päällikkö;;;;;;;;;;;;;x
tribal_baron_female_finnish;Paronitar;;;;;;;;;;;;;x

tribal_title_prince_finnish;Prinssi;;;;;;;;;;;;;x
tribal_title_prince_female_finnish;Prinsessa;;;;;;;;;;;;;x

city_king_finnish;Suuri pormestari prinssi;;;;;;;;;;;;;x
city_king_female_finnish;Suuri pormestari prinsessa;;;;;;;;;;;;;x
city_kingdom_finnish;Suuri Tasavalta;;;;;;;;;;;;;x
city_kingdom_of_finnish;Suuri Tasavalta;;;;;;;;;;;;;x

city_duke_finnish;Pormestarien herra;;;;;;;;;;;;;x
city_duke_female_finnish;Pormestarien herra;;;;;;;;;;;;;x
city_duchy_finnish;Kaupungin tasavalta;;;;;;;;;;;;;x
city_duchy_of_finnish;Kaupungin tasavalta;;;;;;;;;;;;;x

city_count_finnish;Ylipormestari;;;;;;;;;;;;;x
city_count_female_finnish;Ylipormestari;;;;;;;;;;;;;x
city_county_finnish;Kaupungin lääni;;;;;;;;;;;;;x
city_county_of_finnish;Kaupungin lääni;;;;;;;;;;;;;x

city_baron_finnish;Pormestari;;;;;;;;;;;;;x
city_baron_female_finnish;Pormestari;;;;;;;;;;;;;x
city_barony_finnish;Kaupunki;;;;;;;;;;;;;x
city_barony_of_finnish;Kaupunki;;;;;;;;;;;;;x

job_chancellor_finnish;Liittokansleri;;;;;;;;;;;;;x
job_marshal_finnish;Marsalkka;;;;;;;;;;;;;x
job_treasurer_finnish;Rahastonhoitaja;;;;;;;;;;;;;x
job_spymaster_finnish;Vakoilija;;;;;;;;;;;;;x


###########################################################
################## Estonian ###############################
###########################################################

empire_ugricbaltic;Impeerium;;;;;;;;;;;;;x
empire_of_ugricbaltic;Impeerium;;;;;;;;;;;;;x
kingdom_ugricbaltic;Kuningriik;;;;;;;;;;;;;x
kingdom_of_ugricbaltic;Kuningriik;;;;;;;;;;;;;x
duchy_ugricbaltic;Hertsogiriik;;;;;;;;;;;;;x
duchy_of_ugricbaltic;Hertsogiriik;;;;;;;;;;;;;x
county_ugricbaltic;Maakond;;;;;;;;;;;;;x
county_of_ugricbaltic;Maakond;;;;;;;;;;;;;x
barony_ugricbaltic;Loss;;;;;;;;;;;;;x
barony_of_ugricbaltic;Loss;;;;;;;;;;;;;x


emperor_title_prince_ugricbaltic;Keiserlik Prints;;;;;;;;;;;;;x
emperor_title_prince_female_ugricbaltic;Keiserlik Printsess;;;;;;;;;;;;;x
king_title_prince_ugricbaltic;Vürst;;;;;;;;;;;;;x
king_title_prince_female_ugricbaltic;Vürstinna;;;;;;;;;;;;;x
duke_title_prince_ugricbaltic;Issand;;;;;;;;;;;;;x
duke_title_prince_female_ugricbaltic;Daam;;;;;;;;;;;;;x
count_title_prince_ugricbaltic;Issand;;;;;;;;;;;;;x
