###########################################################
################### Byzantine #############################
###########################################################
################ Byzantine is Greek #######################

e_byzantium;Basileía Rhomaíon;;;;;;;;;;;;;x
e_byzantium_adj;Rhomaíos;;;;;;;;;;;;;x
kingdom_greek;Despotaton;;;;;;;;;;;;;x

kingdom_of_byzantine;Despotate tou;;;;;;;;;;;;;x
duchy_of_byzantine;Thema tou;;;;;;;;;;;;;x
county_of_byzantine;Tourma tou;;;;;;;;;;;;;x
barony_of_byzantine;Bandon tou;;;;;;;;;;;;;x
city_barony_of_byzantine;Archonate tou;;;;;;;;;;;;;x

duchy_byzantine;Thema;;;;;;;;;;;;;x
county_byzantine;Tourma;;;;;;;;;;;;;x
barony_byzantine;Bandon;;;;;;;;;;;;;x

king_greek;Despotes;;;;;;;;;;;;;x
duke_greek;Doúx;;;;;;;;;;;;;x
count_greek;Tourmarches;;;;;;;;;;;;;x
baron_greek;Kómes;;;;;;;;;;;;;x

king_female_greek;Despotissa;;;;;;;;;;;;;x
duke_female_greek;Doúkissa;;;;;;;;;;;;;x
count_female_greek;Tourmarchissa;;;;;;;;;;;;;x
baron_female_greek;Kómissa;;;;;;;;;;;;;x

title_prince_greek;Prínkipas;;;;;;;;;;;;;x
title_prince_female_greek;Prinkípissa;;;;;;;;;;;;;x

city_baron_greek;Archon;;;;;;;;;;;;;x
city_baron_female_greek;Archon;;;;;;;;;;;;;x

city_count_byzantine;Megas Archon;;;;;;;;;;;;;x
city_county_byzantine;Metropolis;;;;;;;;;;;;;x
city_county_of_byzantine;Metropolis tou;;;;;;;;;;;;;x

city_barony_byzantine;Polis;;;;;;;;;;;;;x
city_baron_byzantine;Archon;;;;;;;;;;;;;x
city_barony_of_byzantine;Polis tou;;;;;;;;;;;;;x

ECUMENICAL_PATRIARCH_byzantine;Oikoumenikós Patriárches;;;;;;;;;;;;;x
PATRIARCH_IN_THE_EAST_byzantine;Anatole Patriárkhes;;;;;;;;;;;;;x
COPTIC_POPE_byzantine;Pappas Alexandreías;;;;;;;;;;;;;x
POPE_byzantine;Pappas;;;;;;;;;;;;;x

family_palace_baron_greek;Patríkios;;;;;;;;;;;;;x
title_despot;Despotes;;;;;;;;;;;;;x
title_caesar;Kaisar;;;;;;;;;;;;;x
RETTYPE_CUL_BYZ;Kataphraktoi;;;;;;;;;;;;;x;;

king_armenian;Ark'a;;;;;;;;;;;;;x
king_alan;Ark'a;;;;;;;;;;;;;x
king_georgian;Ark'a;;;;;;;;;;;;;x

tribal_king_byzantine;Vasilikí Archigós;;;;;;;;;;;;;x
tribal_duke_byzantine;Ypsilí Archigós;;;;;;;;;;;;;x
tribal_count_byzantine;Archigós;;;;;;;;;;;;;x

tribal_king_female_byzantine;Vasilikí Archigoúla;;;;;;;;;;;;;x
tribal_duke_female_byzantine;Ypsilí Archigoúla;;;;;;;;;;;;;x
tribal_count_female_byzantine;Archigoúla;;;;;;;;;;;;;x

tribal_kingdom_byzantine;Vasilikí Archigía;;;;;;;;;;;;;x
tribal_duchy_byzantine;Ypsilí Archigía;;;;;;;;;;;;;x
tribal_county_byzantine;Archigía;;;;;;;;;;;;;x

tribal_kingdom_of_byzantine;Vasilikí Archigía tou;;;;;;;;;;;;;x
tribal_duchy_of_byzantine;Ypsilí Archigía tou;;;;;;;;;;;;;x
tribal_barony_of_byzantine;Archigía tou;;;;;;;;;;;;;x

###########################################
############### Gothic ####################
###########################################

empire_of_crimean_gothic;Rike;;;;;;;;;;;;;x
kingdom_of_crimean_gothic;Koningrike;;;;;;;;;;;;;x
duchy_of_crimean_gothic;Haritogdom;;;;;;;;;;;;;x
county_of_crimean_gothic;Gravskap;;;;;;;;;;;;;x

emperor_crimean_gothic;Kesar;;;;;;;;;;;;;x
emperor_female_crimean_gothic;Kesarini;;;;;;;;;;;;;x
king_crimean_gothic;Theudan;;;;;;;;;;;;;x
king_female_crimean_gothic;Theudano;;;;;;;;;;;;;x
title_prince_crimean_gothic;Frymist;;;;;;;;;;;;;x
title_prince_female_crimean_gothic;Frymisto;;;;;;;;;;;;;x
duke_crimean_gothic;Heritoga;;;;;;;;;;;;;x
duke_female_crimean_gothic;Heritogo;;;;;;;;;;;;;x
count_crimean_gothic;Grifja;;;;;;;;;;;;;x
count_female_crimean_gothic;Grifjo;;;;;;;;;;;;;x
baron_crimean_gothic;Thegan;;;;;;;;;;;;;x
baron_female_crimean_gothic;Thegno;;;;;;;;;;;;;x

vice_royalty_emperor_crimean_gothic;Minniskesar;;;;;;;;;;;;;x
vice_royalty_emperor_female_crimean_gothic;Minniskesarini;;;;;;;;;;;;;x
vice_royalty_king_crimean_gothic;Minnistheudan;;;;;;;;;;;;;x
vice_royalty_king_female_crimean_gothic;Minnistheudano;;;;;;;;;;;;;x
vice_royalty_duke_crimean_gothic;Minnisheritoga;;;;;;;;;;;;;x
vice_royalty_duke_female_crimean_gothic;Minnisheritogo;;;;;;;;;;;;;x

tribal_duke_crimean_gothic;Hoha Hovodling;;;;;;;;;;;;;x
tribal_duke_female_crimean_gothic;Hoh Hovodlingo;;;;;;;;;;;;;x
